Taxon name,Genus,Family,URL,Reference,Symmetry,Notes,Data source,Rank scored at,Data entered by,Entry date,
Grewia mesomischa,Grewia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Grewia retusifolia,Grewia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Helicteres cana,Helicteres,Malvaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21778,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...zygomorphic...The floral asymmetry involving the perianth""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Helicteres sp. Heathlands (R.W.Johnson 5134),Helicteres,Malvaceae,https://florabase.dpaw.wa.gov.au/browse/profile/21778,Flora of Western Australia Online (FloraBase) (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Flowers...zygomorphic...The floral asymmetry involving the perianth""",explicit from the text (described as such),genus,Ruby Stephens,6/1/2021,
Helicteres tenuipila,Helicteres,Malvaceae,http://eflora.nt.gov.au/factsheet?genus=Helicteres&species=tenuipila,Flora of the Northern Territory Online (2020),207. Symmetry of perianth (D1): (2) zygomorphic,"""Corolla weakly 2-lipped. Petals mauve-pink, the upper pair paler than lower, slightly dimorphic""",interpreted from the text,species,Ruby Stephens,6/1/2021,
Herissantia crispa,Herissantia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus austrinus,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus brachysiphonius,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus burtonii,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus krichauffianus,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus leptocladus,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus meraukensis,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus sturtii,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Hibiscus verdcourtii,Hibiscus,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Lasiopetalum discolor,Lasiopetalum,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Lasiopetalum schulzenii,Lasiopetalum,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Lasiopetalum sp. Cordate-leaved (H.P.Vonow 810),Lasiopetalum,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Lawrencia densiflora,Lawrencia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,22/4/2021,
Lawrencia repens,Lawrencia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Lawrencia squamata,Lawrencia,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
Malva preissiana,Malva,Malvaceae,https://profiles.ala.org.au/opus/foa/profile/Malvaceae,Flora of Australia Online (2020),207. Symmetry of perianth (D1): (5) actinomorphic (general),"Flora of Australia text states flowers ""usually actinomorphic"". Consulted with author Andre Messina who advised that some members of subfamily Dombeyoideae ""have asymmetric perianth"", and that in Australia ""we have Melhania, Schoutenia and Pentapetes"" in this subfamily. Scored all genera in Malvaceae as actinomorphic based on family membership but checked each genus for potential zygomorphy through image searches.",interpreted from the text,family,Ruby Stephens,6/1/2021,
