og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,sym_RS_scored
Sauvagesia rubiginosa,Ochnaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.5,Sauvagesia rubiginosa,NA
Saxifraga bryoides,Saxifragaceae,NA,NA,NA,NA,46.98333333,NA,2880,NA,"Steinacher, G. & Wagner, J. (2010). Flower longevity and duration of pistil receptivity in high mountain plants. Flora, 205, 376-387.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.8,Saxifraga bryoides,NA
Saxifraga caesia,Saxifragaceae,NA,NA,NA,NA,47.31305556,NA,2334,NA,"Steinacher, G. & Wagner, J. (2010). Flower longevity and duration of pistil receptivity in high mountain plants. Flora, 205, 376-387.",NA,NA,NA,NA,NA,NA,NA,songetal20223,17.1,Saxifraga caesia,NA
Saxifraga exarata,Saxifragaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,13.4,Saxifraga exarata,NA
Saxifraga exarata,Saxifragaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,7,Saxifraga exarata,NA
Saxifraga glabella,Saxifragaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,7.3,Saxifraga glabella,NA
Saxifraga moschata,Saxifragaceae,NA,NA,NA,NA,47.31305556,NA,2334,NA,"Steinacher, G. & Wagner, J. (2010). Flower longevity and duration of pistil receptivity in high mountain plants. Flora, 205, 376-387.",NA,NA,NA,NA,NA,NA,NA,songetal20223,11.6,Saxifraga moschata,NA
Saxifraga oppositifolia,Saxifragaceae,NA,NA,NA,NA,68.35,NA,985,NA,"Stenstr?m, M. & Molau, U. (1992). Reproductive Ecology of Saxifraga oppositifolia: Phenology, Mating System, and Reproductive Success. Arctic and Alpine Research, 24, 337-343.",NA,Y,NA,NA,NA,NA,NA,songetal20223,11.7,Saxifraga oppositifolia,NA
Saxifraga stellaris,Saxifragaceae,NA,NA,NA,NA,60.61666667,NA,1440,NA,"Sandvik, S.M., Totland, ?. & Nyléhn, J. (1999). Breeding System and Effects of Plant Size and Flowering Time on Reproductive Success in the Alpine Herb Saxifraga stellaris L. Arctic, Antarctic, and Alpine Research, 31, 196-201.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7.5,Saxifraga stellaris,NA
Schinopsis brasiliensis,Anacardiaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.5,Schinopsis brasiliensis,NA
Schizolobium parahyba,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,1.5,Schizolobium parahyba,NA
Schultesia brachyptera,Gentianaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.5,Schultesia brachyptera,NA
Sclerolobium paniculatum,Fabaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,2,Sclerolobium paniculatum,NA
Scutellaria alpina,Lamiaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.5,Scutellaria alpina,NA
Sedum magellense,Crassulaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.4,Sedum magellense,NA
Semiaquilegia adoxoides,Ranunculaceae,NA,NA,NA,NA,32.38483333,NA,481,NA,"Sun L. 2014. Study on breeding system and pollintion biology of three species in Tribe Isopyreae, Ranunculaceae. Shaanxi Normal University.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.5,Semiaquilegia adoxoides,NA
Senna macranthera,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Senna macranthera,NA
Senna martiana,Fabaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Senna martiana,NA
Senna multijuga,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Senna multijuga,NA
Senna spectabilis,Fabaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Senna spectabilis,NA
Sesbania punicea,Fabaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Sesbania punicea,NA
Shorea parvifolia,Dipterocarpaceae,NA,NA,NA,NA,4.20585,NA,200,NA,"Sakai, S., Momose, K., Yumoto, T., Kato, M. & Inoue, T. (1999). Beetle pollination of Shorea parvifolia (section Mutica, Dipterocarpaceae) in a general flowering period in Sarawak, Malaysia. American Journal of Botany, 86, 62-69.",NA,N,NA,NA,NA,NA,NA,songetal20223,1.208333333,Shorea parvifolia,NA
Sideroxylon obtusifolium,Sapotaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,NA,NA,NA,NA,songetal20223,3,Sideroxylon obtusifolium,NA
Silene asclepiadea,Caryophyllaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,6.35,Silene asclepiadea,NA
Silene chungtienensis,Caryophyllaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,9.26,Silene chungtienensis,NA
Silene gracilicaulis,Caryophyllaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,6.65,Silene gracilicaulis,NA
Silene saxifraga,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,5.2,Silene saxifraga,NA
Silene saxifraga,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3,Silene saxifraga,NA
Silene vulgaris,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.7,Silene vulgaris,NA
Silene vulgaris,Caryophyllaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3.7,Silene vulgaris,NA
Silene yunnanensis,Caryophyllaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,7.28,Silene yunnanensis,NA
Sinningia sp.,Gesneriaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,Y,NA,NA,NA,NA,NA,songetal20223,2.5,Sinningia sp.,NA
Sinojackia huangmeiensis,Styracaceae,NA,NA,NA,NA,29.99375,NA,101,NA,"Zhang, J.-J., Ye, Q.-G., Yao, X.-H., Zhang, S.-J. & Huang, H.-W. (2008). Preliminary studies on the floral biology,breeding system and reproductive success of Sinojackia huangmeiensis,an endangered plant in a fragmented habitat in Hubei province,China. Journal of Plant Ecology (Chinese Version), 32, 743-750.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6,Sinojackia huangmeiensis,NA
Siphoneugena densiflora,Myrtaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Siphoneugena densiflora,NA
Smilax glauca_male,Smilacaceae,NA,NA,NA,NA,41.48333333,NA,29,NA,"Rathcke, B. (1988). Flowering Phenologies in a Shrub Community: Competition and Constraints. Journal of Ecology, 76, 975-994.",NA,N,NA,_male,NA,NA,NA,songetal20223,2,Smilax glauca,NA
Solanum  americanum,Solanaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.3,Solanum  americanum,NA
Solanum  fasioloides,Solanaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1,Solanum  fasioloides,NA
Solanum  hispidum,Solanaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.4,Solanum  hispidum,NA
Solanum  nudum,Solanaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.8,Solanum  nudum,NA
Solanum  siparunoides,Solanaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.4,Solanum  siparunoides,NA
Solanum  trizygum,Solanaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.1,Solanum  trizygum,NA
Solanum melissarum,Solanaceae,NA,NA,NA,NA,-17.85944444,NA,776,NA,"Coelho, C., Gomes, D., Guilherme , F. & Souza, L. (2017). Reproductive biology of endemic Solanum melissarum Bohs (Solanaceae) and updating of its current geographic distribution as the basis for its conservation?…. Brazilian Journal of Biology, 77, 809-819.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Solanum melissarum,NA
Solanum sisymbriifolium,Solanaceae,NA,NA,NA,NA,23.76189722,NA,18,NA,"Saha, M. & Datta, B.K. (2017). Reproductive biology of Solanum sisymbriifolium Lamk.(Solanaceae) in Tripura, North-east India. The International Journal of Plant Reproductive Biology, 9, 59-62.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3.05,Solanum sisymbriifolium,NA
Solenophora calycosa,Gesneriaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.9,Solenophora calycosa,NA
Spenceria ramalana,Rosaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.67,Spenceria ramalana,NA
Spondias tuberosa,Anacardiaceae,NA,NA,NA,NA,-7.341861111,NA,460,NA,"Virgínia de Lima Leite, A. & Machado, I.C. (2010). Reproductive biology of woody species in Caatinga, a dry forest of northeastern Brazil. Journal of Arid Environments, 74, 1374-1380.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.5,Spondias tuberosa,NA
Stellaria yunnanensis,Caryophyllaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.17,Stellaria yunnanensis,NA
Stellera chamaejasme,Thymelaeaceae,NA,NA,NA,NA,27.8,NA,3275,NA,"Zhang ZQ, Z. Y., Sun H. (2011). ""The reproductive biology ofStellera chamaejasme(Thymelaeaceae): A self-incompatible weed with specialized flowers."" Flora 206.",NA,N,NA,NA,NA,NA,NA,songetal20223,11,Stellera chamaejasme,NA
Stellera chamaejasme,Thymelaeaceae,NA,NA,NA,NA,34.91666667,NA,2900,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,N,NA,NA,NA,NA,NA,songetal20223,11.8,Stellera chamaejasme,NA
Stenocereus queretaroensis,Cactaceae,NA,NA,NA,NA,19.79835833,NA,900,NA,"Ibarra-Cerden?a CL, I.i.-D.v., Sa?nchez-Cordero V (2005). Pollination ecology of Stenocereus queretaroensis (Cactaceae), a chiropterophilous columnar cactus, in a tropical dry forest of Mexico. Am J Bot, 92, 503–509.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.833333333,Stenocereus queretaroensis,NA
Strobilanthes kunthianus,Acanthaceae,NA,NA,NA,NA,10.22016667,NA,1581,NA,"Sharma, M.V., Kuriakose, G. & Shivanna, K.R. (2008). Reproductive strategies of Strobilanthes kunthianus, an endemic, semelparous species in southern Western Ghats, India. Botanical Journal of the Linnean Society, 157, 155-163.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2,Strobilanthes kunthianus,NA
Stryphnodendron adstringens,Fabaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1,Stryphnodendron adstringens,NA
Styrax argenteus,Styracaceae,NA,NA,NA,NA,9.566666667,NA,2572.5,NA,"Wesselingh, R.A., Witteveldt, M., Morissette, J. & den Nijs, H.C.M. (1999). Reproductive ecology of understory species in a tropical montane forest in Costa Rica. Biotropica, 31, 637-645.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1.7,Styrax argenteus,NA
Styrax ferrugineus,Styracaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Styrax ferrugineus,NA
Swartzia oblata,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,2,Swartzia oblata,NA
Swartzia simplex,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Swartzia simplex,NA
Swertia przewalskii,Gentianaceae,NA,NA,NA,NA,37.61252,NA,3200,NA,"Duan, Y. & Liu, J. (2003). Floral syndrome and insect pollination of the Qinghai-Tibet Plateau endemic Swertia przewalskii (Gentianaceae). Acta Phytotaxonomica Sinica, 41, 465-474.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.3,Swertia przewalskii,NA
Swertia punicea,Gentianaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.67,Swertia punicea,NA
Symbolanthus  pulcherrimus,Gentianaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,6,Symbolanthus  pulcherrimus,NA
Symplocos  limoncillo,Symplocaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.1,Symplocos  limoncillo,NA
Symplocos rhamnifolia_female,Symplocaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,_female,NA,NA,NA,songetal20223,1,Symplocos rhamnifolia,NA
Syngonanthus caulescens,Eriocaulaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,NA,NA,NA,NA,NA,NA,songetal20223,0.5,Syngonanthus caulescens,NA
Tabebuia haemantha,Bignoniaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Tabebuia haemantha,NA
Tabebuia ochracea,Bignoniaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.5,Tabebuia ochracea,NA
Tabebuia schumanniana,Bignoniaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Tabebuia schumanniana,NA
